,digit
8596,4
8597,5
8598,4
8599,3
8600,7
8601,8
8602,5
8603,0
8604,9
8605,3
8606,5
8607,1
8608,1
8609,0
8610,4
8611,4
8612,7
8613,0
8614,1
8615,7
8616,0
8617,1
8618,6
8619,1
8620,4
8621,5
8622,6
8623,6
8624,5
8625,7
8626,8
8627,4
8628,4
8629,7
8630,2
8631,5
8632,3
8633,7
8634,0
8635,7
8636,7
8637,9
8638,6
8639,4
8640,2
8641,8
8642,5
8643,7
8644,8
8645,3
8646,9
8647,5
8648,8
8649,9
8650,9
8651,8
8652,6
8653,2
8654,8
8655,9
8656,2
8657,3
8658,6
8659,1
8660,1
8661,8
8662,9
8663,3
8664,4
8665,0
8666,7
8667,9
8668,6
8669,4
8670,1
8671,4
8672,1
8673,3
8674,4
8675,9
8676,3
8677,1
8678,4
8679,7
8680,7
8681,4
8682,7
8683,2
8684,9
8685,3
8686,0
8687,8
8688,8
8689,8
8690,4
8691,0
8692,4
8693,4
8694,1
8695,5
8696,2
8697,8
8698,3
8699,4
8700,9
8701,5
8702,2
8703,8
8704,1
8705,5
8706,3
8707,7
8708,9
8709,4
8710,2
8711,5
8712,6
8713,3
8714,5
8715,9
8716,3
8717,5
8718,9
8719,3
8720,1
8721,9
8722,5
8723,3
8724,0
8725,6
8726,9
8727,8
8728,4
8729,0
8730,4
8731,9
8732,2
8733,9
8734,0
8735,1
8736,0
8737,3
8738,1
8739,6
8740,5
8741,8
8742,1
8743,5
8744,3
8745,3
8746,0
8747,3
8748,5
8749,5
8750,9
8751,2
8752,8
8753,7
8754,0
8755,4
8756,9
8757,1
8758,9
8759,7
8760,7
8761,5
8762,5
8763,2
8764,0
8765,9
8766,1
8767,8
8768,6
8769,2
8770,3
8771,9
8772,6
8773,2
8774,1
8775,9
8776,1
8777,3
8778,5
8779,5
8780,0
8781,3
8782,8
8783,3
8784,3
8785,7
8786,6
8787,6
8788,0
8789,1
8790,4
8791,0
8792,6
8793,9
8794,8
8795,1
8796,2
8797,9
8798,9
8799,5
8800,9
8801,7
8802,3
8803,7
8804,8
8805,0
8806,1
8807,3
8808,0
8809,4
8810,6
8811,1
8812,0
8813,2
8814,5
8815,8
8816,4
8817,4
8818,1
8819,1
8820,5
8821,4
8822,6
8823,6
8824,0
8825,6
8826,9
8827,2
8828,6
8829,2
8830,7
8831,1
8832,7
8833,9
8834,4
8835,0
8836,0
8837,3
8838,8
8839,2
8840,2
8841,3
8842,1
8843,6
8844,0
8845,5
8846,7
8847,7
8848,9
8849,2
8850,6
8851,7
8852,9
8853,7
8854,8
8855,6
8856,8
8857,8
8858,4
8859,6
8860,8
8861,4
8862,1
8863,2
8864,8
8865,1
8866,3
8867,9
8868,4
8869,0
8870,3
8871,7
8872,3
8873,2
8874,3
8875,3
8876,7
8877,3
8878,4
8879,0
8880,6
8881,2
8882,0
8883,8
8884,1
8885,5
8886,3
8887,5
8888,4
8889,1
8890,7
8891,1
8892,5
8893,7
8894,5
8895,7
8896,3
8897,2
8898,2
8899,7
8900,3
8901,7
8902,3
8903,7
8904,8
8905,5
8906,4
8907,5
8908,2
8909,5
8910,6
8911,5
8912,3
8913,6
8914,7
8915,4
8916,1
8917,7
8918,1
8919,5
8920,2
8921,3
8922,6
8923,3
8924,1
8925,4
8926,2
8927,6
8928,7
8929,4
8930,3
8931,8
8932,0
8933,6
8934,2
8935,1
8936,6
8937,5
8938,3
8939,9
8940,1
8941,9
8942,3
8943,2
8944,1
8945,8
8946,4
8947,4
8948,6
8949,5
8950,8
8951,6
8952,9
8953,7
8954,7
8955,8
8956,6
8957,9
8958,7
8959,3
8960,9
8961,4
8962,0
8963,5
8964,4
8965,6
8966,4
8967,1
8968,2
8969,3
8970,0
8971,0
8972,2
8973,6
8974,6
8975,5
8976,7
8977,0
8978,8
8979,6
8980,4
8981,7
8982,9
8983,0
8984,7
8985,3
8986,4
8987,2
8988,1
8989,8
8990,8
8991,5
8992,9
8993,2
8994,7
8995,1
8996,8
8997,8
8998,8
8999,2
9000,7
9001,6
9002,0
9003,1
9004,2
9005,7
9006,1
9007,0
9008,8
9009,3
9010,6
9011,0
9012,5
9013,3
9014,6
9015,2
9016,8
9017,7
9018,0
9019,1
9020,4
9021,2
9022,1
9023,1
9024,4
9025,4
9026,4
9027,4
9028,7
9029,1
9030,6
9031,2
9032,9
9033,9
9034,0
9035,0
9036,1
9037,8
9038,8
9039,4
9040,3
9041,4
9042,2
9043,0
9044,6
9045,1
9046,6
9047,1
9048,2
9049,2
9050,2
9051,1
9052,2
9053,3
9054,7
9055,8
9056,1
9057,0
9058,0
9059,2
9060,1
9061,6
9062,6
9063,0
9064,1
9065,6
9066,2
9067,5
9068,1
9069,7
9070,4
9071,8
9072,2
9073,1
9074,4
9075,3
9076,8
9077,3
9078,9
9079,9
9080,4
9081,8
9082,3
9083,4
9084,7
9085,2
9086,7
9087,5
9088,7
9089,0
9090,4
9091,3
9092,3
9093,2
9094,6
9095,7
9096,6
9097,0
9098,0
9099,6
9100,7
9101,7
9102,0
9103,5
9104,5
9105,8
9106,1
9107,0
9108,7
9109,0
9110,2
9111,8
9112,1
9113,5
9114,0
9115,8
9116,8
9117,0
9118,3
9119,2
9120,7
9121,7
9122,2
9123,6
9124,4
9125,7
9126,5
9127,5
9128,5
9129,2
9130,9
9131,2
9132,8
9133,4
9134,6
9135,8
9136,6
9137,5
9138,0
9139,0
9140,8
9141,7
9142,6
9143,1
9144,7
9145,1
9146,1
9147,2
9148,7
9149,4
9150,0
9151,0
9152,7
9153,7
9154,6
9155,3
9156,8
9157,6
9158,4
9159,2
9160,0
9161,9
9162,4
9163,0
9164,5
9165,7
9166,8
9167,2
9168,7
9169,4
9170,7
9171,1
9172,1
9173,3
9174,6
9175,6
9176,2
9177,9
9178,1
9179,9
9180,4
9181,8
9182,3
9183,6
9184,9
9185,5
9186,9
9187,6
9188,2
9189,4
9190,6
9191,7
9192,7
9193,0
9194,6
9195,6
9196,9
9197,4
9198,8
9199,3
9200,5
9201,3
9202,4
9203,9
9204,0
9205,0
9206,5
9207,2
9208,5
9209,0
9210,7
9211,1
9212,1
9213,1
9214,6
9215,7
9216,6
9217,7
9218,9
9219,6
9220,6
9221,4
9222,1
9223,4
9224,3
9225,1
9226,1
9227,2
9228,2
9229,4
9230,1
9231,0
9232,8
9233,7
9234,6
9235,3
9236,4
9237,0
9238,0
9239,6
9240,3
9241,3
9242,0
9243,7
9244,1
9245,7
9246,1
9247,1
9248,3
9249,1
9250,0
9251,9
9252,9
9253,7
9254,5
9255,4
9256,1
9257,4
9258,8
9259,9
9260,5
9261,3
9262,5
9263,1
9264,9
9265,8
9266,2
9267,3
9268,3
9269,9
9270,9
9271,0
9272,1
9273,0
9274,2
9275,9
9276,3
9277,9
9278,3
9279,3
9280,6
9281,2
9282,4
9283,9
9284,8
9285,3
9286,7
9287,4
9288,0
9289,4
9290,7
9291,8
9292,4
9293,9
9294,8
9295,9
9296,9
9297,7
9298,5
9299,9
9300,2
9301,8
9302,2
9303,2
9304,0
9305,2
9306,2
9307,3
9308,8
9309,4
9310,6
9311,8
9312,6
9313,8
9314,2
9315,4
9316,6
9317,7
9318,9
9319,3
9320,3
9321,9
9322,4
9323,3
9324,1
9325,4
9326,4
9327,7
9328,0
9329,5
9330,9
9331,6
9332,0
9333,4
9334,4
9335,4
9336,4
9337,6
9338,1
9339,2
9340,3
9341,3
9342,6
9343,4
9344,5
9345,9
9346,6
9347,8
9348,5
9349,6
9350,5
9351,8
9352,6
9353,4
9354,1
9355,8
9356,6
9357,5
9358,2
9359,8
9360,4
9361,5
9362,5
9363,4
9364,7
9365,7
9366,0
9367,7
9368,8
9369,2
9370,2
9371,3
9372,7
9373,0
9374,1
9375,8
9376,0
9377,7
9378,1
9379,9
9380,8
9381,7
9382,5
9383,5
9384,9
9385,1
9386,7
9387,5
9388,4
9389,9
9390,1
9391,2
9392,2
9393,1
9394,6
9395,6
9396,7
9397,1
9398,1
9399,4
9400,0
9401,7
9402,4
9403,2
9404,4
9405,0
9406,6
9407,4
9408,7
9409,6
9410,9
9411,5
9412,3
9413,4
9414,6
9415,5
9416,0
9417,1
9418,8
9419,8
9420,2
9421,8
9422,3
9423,5
9424,7
9425,8
9426,0
9427,8
9428,5
9429,7
9430,1
9431,1
9432,0
9433,1
9434,3
9435,7
9436,8
9437,5
9438,0
9439,7
9440,1
9441,1
9442,0
9443,1
9444,1
9445,4
9446,5
9447,2
9448,7
9449,6
9450,2
9451,3
9452,0
9453,2
9454,8
9455,5
9456,9
9457,6
9458,9
9459,7
9460,2
9461,1
9462,3
9463,6
9464,4
9465,1
9466,8
9467,2
9468,4
9469,0
9470,5
9471,1
9472,0
9473,2
9474,2
9475,6
9476,4
9477,4
9478,3
9479,9
9480,6
9481,1
9482,6
9483,5
9484,7
9485,9
9486,2
9487,0
9488,2
9489,6
9490,0
9491,1
9492,4
9493,3
9494,5
9495,2
9496,8
9497,8
9498,0
9499,8
9500,8
9501,9
9502,0
9503,9
9504,6
9505,7
9506,6
9507,3
9508,9
9509,3
9510,4
9511,7
9512,7
9513,7
9514,4
9515,9
9516,0
9517,6
9518,4
9519,8
9520,4
9521,2
9522,7
9523,2
9524,8
9525,1
9526,0
9527,0
9528,7
9529,8
9530,3
9531,3
9532,3
9533,1
9534,3
9535,7
9536,6
9537,1
9538,3
9539,1
9540,6
9541,6
9542,5
9543,7
9544,4
9545,7
9546,5
9547,9
9548,5
9549,8
9550,4
9551,9
9552,9
9553,1
9554,6
9555,5
9556,0
9557,1
9558,3
9559,7
9560,0
9561,3
9562,4
9563,8
9564,2
9565,2
9566,0
9567,2
9568,5
9569,1
9570,5
9571,1
9572,4
9573,8
9574,8
9575,9
9576,1
9577,2
9578,1
9579,3
9580,5
9581,1
9582,0
9583,9
9584,4
9585,4
9586,8
9587,3
9588,2
9589,5
9590,9
9591,7
9592,6
9593,6
9594,2
9595,0
9596,0
9597,0
9598,5
9599,8
9600,7
9601,1
9602,5
9603,2
9604,3
9605,8
9606,5
9607,1
9608,8
9609,2
9610,0
9611,4
9612,9
9613,9
9614,6
9615,2
9616,3
9617,3
9618,5
9619,6
9620,4
9621,8
9622,0
9623,9
9624,2
9625,8
9626,3
9627,6
9628,7
9629,5
9630,7
9631,2
9632,9
9633,4
9634,9
9635,1
9636,2
9637,8
9638,6
9639,0
9640,7
9641,0
9642,9
9643,1
9644,1
9645,6
9646,7
9647,5
9648,9
9649,9
9650,1
9651,9
9652,5
9653,9
9654,2
9655,5
9656,0
9657,4
9658,1
9659,0
9660,8
9661,9
9662,0
9663,8
9664,9
9665,8
9666,9
9667,4
9668,2
9669,5
9670,7
9671,9
9672,8
9673,9
9674,8
9675,0
9676,9
9677,9
9678,6
9679,8
9680,9
9681,9
9682,5
9683,9
9684,8
9685,5
9686,1
9687,0
9688,3
9689,3
9690,5
9691,2
9692,1
9693,6
9694,5
9695,0
9696,2
9697,8
9698,1
9699,5
9700,6
9701,2
9702,3
9703,0
9704,2
9705,2
9706,6
9707,4
9708,3
9709,5
9710,5
9711,1
9712,7
9713,2
9714,1
9715,6
9716,9
9717,1
9718,9
9719,9
9720,5
9721,5
9722,1
9723,6
9724,2
9725,2
9726,8
9727,6
9728,7
9729,1
9730,4
9731,6
9732,0
9733,4
9734,0
9735,3
9736,3
9737,2
9738,2
9739,3
9740,6
9741,8
9742,9
9743,8
9744,5
9745,3
9746,8
9747,5
9748,4
9749,5
9750,2
9751,0
9752,5
9753,6
9754,3
9755,2
9756,8
9757,3
9758,9
9759,9
9760,5
9761,7
9762,9
9763,4
9764,6
9765,7
9766,1
9767,3
9768,7
9769,3
9770,6
9771,6
9772,0
9773,9
9774,0
9775,1
9776,9
9777,9
9778,2
9779,8
9780,8
9781,0
9782,1
9783,6
9784,9
9785,7
9786,5
9787,3
9788,4
9789,7
9790,4
9791,9
9792,9
9793,4
9794,3
9795,6
9796,3
9797,1
9798,1
9799,7
9800,6
9801,9
9802,1
9803,8
9804,4
9805,1
9806,1
9807,9
9808,9
9809,4
9810,3
9811,6
9812,8
9813,1
9814,6
9815,0
9816,4
9817,1
9818,3
9819,7
9820,7
9821,4
9822,9
9823,5
9824,1
9825,0
9826,0
9827,1
9828,1
9829,6
9830,2
9831,1
9832,9
9833,8
9834,4
9835,0
9836,3
9837,6
9838,4
9839,9
9840,0
9841,7
9842,1
9843,6
9844,5
9845,7
9846,5
9847,2
9848,5
9849,1
9850,8
9851,5
9852,4
9853,7
9854,0
9855,6
9856,7
9857,0
9858,2
9859,5
9860,8
9861,1
9862,0
9863,4
9864,5
9865,7
9866,1
9867,8
9868,5
9869,1
9870,9
9871,0
9872,0
9873,6
9874,0
9875,7
9876,3
9877,1
9878,8
9879,3
9880,9
9881,7
9882,0
9883,0
9884,8
9885,9
9886,5
9887,9
9888,8
9889,3
9890,2
9891,7
9892,2
9893,9
9894,7
9895,2
9896,1
9897,1
9898,3
9899,7
9900,5
9901,3
9902,1
9903,9
9904,8
9905,2
9906,2
9907,2
9908,8
9909,8
9910,5
9911,7
9912,3
9913,8
9914,9
9915,8
9916,8
9917,6
9918,8
9919,2
9920,3
9921,9
9922,7
9923,5
9924,6
9925,2
9926,9
9927,2
9928,8
9929,8
9930,1
9931,6
9932,8
9933,8
9934,7
9935,9
9936,1
9937,8
9938,0
9939,1
9940,7
9941,2
9942,0
9943,7
9944,5
9945,1
9946,9
9947,0
9948,2
9949,0
9950,9
9951,8
9952,6
9953,2
9954,3
9955,9
9956,3
9957,8
9958,0
9959,2
9960,1
9961,1
9962,1
9963,1
9964,4
9965,2
9966,9
9967,7
9968,2
9969,5
9970,1
9971,1
9972,2
9973,1
9974,9
9975,9
9976,9
9977,1
9978,0
9979,2
9980,0
9981,2
9982,1
9983,1
9984,4
9985,6
9986,4
9987,1
9988,5
9989,4
9990,9
9991,7
9992,7
9993,1
9994,5
9995,6
9996,2
9997,2
9998,2
9999,8
